metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
Contamination,non-normal,0.2846428571428571,0.3894566211410031,0.08,0.07,0.35,0.2799999999999999,0.04,1.9,0.05,1.853650000000001,0.05,7.03,Campylobacter_fetus,504,30,normal,3.014333333333333,2.078744305798308,2.91,1.61,4.6525,3.0424999999999995,0.05,7.03,0.05,6.9691,0.7567460317460317,3.828442556449034e-17,2.730658730158729
Total_Coding_Sequences,non-normal,1849.017857142857,104.86744126123229,1820.5,1761.0,1940.75,179.75,1722.0,2114.0,1729.515,2109.455,1729.52,2357.0,Campylobacter_fetus,504,30,normal,2005.2666666666669,182.85238733895588,1922.5,1853.75,2108.0,254.25,1793.0,2357.0,1793.435,2355.84,0.4404761904761904,1.6513292961309416e-05,156.24880952380954
Genome_Size,non-normal,1803332.880952381,73485.67392476104,1763557.0,1746989.5,1870055.5,123066.0,1720307.0,1980564.0,1724608.43,1977362.035,1724608.43,2188312.0,Campylobacter_fetus,504,30,normal,1906978.0333333332,125198.11704427596,1863307.5,1782255.75,1999500.25,217244.5,1763253.0,2188312.0,1763779.495,2174773.785,0.5,4.767569983531444e-07,103645.15238095238
N50,non-normal,221846.61157024797,117489.18124903302,204782.0,142476.0,268164.0,125688.0,42495.0,516676.0,42650.4,515128.6,42650.4,515128.6,Pseudomonas_monteilii,121,0,,,,,,,,,,,,,,
number,non-normal,150.04132231404958,64.4788897088512,145.0,94.0,191.0,97.0,63.0,388.0,66.0,355.6000000000003,66.0,355.6,Pseudomonas_monteilii,121,0,,,,,,,,,,,,,,
longest,non-normal,548814.5537190082,250327.38977223609,545585.0,339657.0,709020.0,369363.0,136439.0,1022778.0,137271.8,1022778.0,137271.8,1022778.0,Pseudomonas_monteilii,121,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6184829834710743,0.0026291250091572,0.618895,0.616126,0.620876,0.00475,0.611582,0.623683,0.613115,0.623677,0.6131,0.6249,Pseudomonas_monteilii,121,17,normal,0.618779705882353,0.0029977261336416,0.618328,0.616179,0.6205,0.004321,0.614716,0.624933,0.6147368000000001,0.6249073199999999,0.1263976665046183,0.9443880673675684,0.0006181983471074
Completeness_Specific,non-normal,99.99735537190082,0.0130332438920364,100.0,100.0,100.0,0.0,99.86,100.0,99.938,100.0,91.07,100.0,Pseudomonas_monteilii,121,17,normal,94.77176470588236,2.24115053250391,95.46,93.51,96.09,2.5799999999999983,91.07,98.67,91.0732,98.642,1.0,8.323588003448686e-22,5.225590666018474
Contamination,non-normal,0.5874380165289256,0.5351226459028334,0.49,0.15,0.84,0.69,0.01,3.08,0.01,2.6300000000000043,0.01,5.65,Pseudomonas_monteilii,121,17,normal,3.75,1.3480006982019488,3.95,2.85,4.77,1.9199999999999997,1.14,5.65,1.14,5.65,0.8658240155566359,1.1504632650125252e-12,3.1625619834710745
Total_Coding_Sequences,non-normal,5756.280991735537,346.2269647590857,5774.0,5486.0,6050.0,564.0,5083.0,6581.0,5089.6,6405.800000000002,5089.6,6405.8,Pseudomonas_monteilii,121,17,normal,5615.294117647059,242.27324503443535,5579.0,5502.0,5801.0,299.0,5202.0,6007.0,5204.16,6005.32,0.3057851239669421,0.096765520086323,162.53962080700046
Genome_Size,normal,6170662.4628099175,306476.29124370543,6221688.0,5977562.0,6366712.0,389150.0,5586249.0,6836465.0,5587077.6,6834208.4,5587077.6,6834208.4,Pseudomonas_monteilii,121,17,normal,5985908.705882353,220023.93942872903,5945120.0,5802791.0,6135355.0,332564.0,5640569.0,6352377.0,5643305.08,6352186.2,0.4175984443364122,0.0073117754815257,191394.2401555664
N50,non-normal,156639.68421052632,87434.99322302168,130725.0,114355.0,160198.0,45843.0,48586.0,634933.0,70495.24,536511.8800000001,70495.24,536511.88,Streptococcus_anginosus,209,0,,,,,,,,,,,,,,
number,non-normal,53.44976076555024,21.006005348669152,51.0,40.0,65.0,25.0,12.0,125.0,13.04,105.0,13.04,105.0,Streptococcus_anginosus,209,0,,,,,,,,,,,,,,
longest,non-normal,379837.6889952153,148640.12148242473,355562.0,264454.0,454738.0,190284.0,128319.0,822007.0,135674.88,821824.64,135674.88,821824.64,Streptococcus_anginosus,209,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3874327368421053,0.0018166665941993,0.387571,0.386261,0.388494,0.0022329999999999,0.381711,0.392132,0.38209344,0.39212108,0.3804,0.3921,Streptococcus_anginosus,209,23,non-normal,0.3875545652173914,0.0026483467989456,0.387887,0.386591,0.389822,0.0032309999999999,0.380408,0.391483,0.38062096,0.39135309,0.2325774911587268,0.1794936712475679,0.0007819290617848
Completeness_Specific,non-normal,99.99636363636364,0.0074616607424381,100.0,100.0,100.0,0.0,99.96,100.0,99.96,100.0,89.11,100.0,Streptococcus_anginosus,209,23,non-normal,95.55869565217392,3.5729470290769467,96.81,92.21,98.87,6.659999999999997,89.11,99.27,89.2046,99.27,1.0,6.266212636642434e-32,4.437667984189724
Contamination,non-normal,0.2620095693779904,0.2168539294149067,0.19,0.11,0.34,0.23,0.02,1.07,0.04,1.07,0.04,2.24,Streptococcus_anginosus,209,23,normal,1.0978260869565215,0.6574850404761355,1.24,0.54,1.52,0.98,0.08,2.24,0.08,2.2268000000000003,0.6864988558352403,4.3271033789531246e-10,0.8360328687330977
Total_Coding_Sequences,non-normal,2005.846889952153,135.53408618880985,1987.0,1899.0,2116.0,217.0,1752.0,2359.0,1758.52,2328.96,1758.52,2328.96,Streptococcus_anginosus,209,23,normal,2035.8260869565215,125.97882919930326,2013.0,1930.0,2149.5,219.5,1838.0,2266.0,1839.1,2262.37,0.1618473060120657,0.5878742021160792,33.63469939671313
Genome_Size,non-normal,1988934.6794258368,92109.72247856928,1967091.0,1917519.0,2062477.0,144958.0,1805030.0,2256344.0,1820579.24,2233362.76,1820579.24,2284041.0,Streptococcus_anginosus,209,23,normal,2016200.608695652,112539.56438080252,1983438.0,1939083.5,2091493.0,152409.5,1851432.0,2284041.0,1854171.22,2278496.89,0.1793218223424173,0.4626044962539258,27372.769710838365
N50,non-normal,46925.0,35477.39589726642,26982.0,20937.0,68397.0,47460.0,9178.0,128733.0,10161.34,127136.75999999998,10161.34,127136.76,Lactobacillus_crispatus,109,0,,,,,,,,,,,,,,
number,non-normal,212.5321100917431,114.37308729496802,241.0,95.0,292.0,197.0,50.0,454.0,50.54,442.1199999999999,50.54,442.12,Lactobacillus_crispatus,109,0,,,,,,,,,,,,,,
longest,non-normal,147319.98165137615,82348.42621123705,124114.0,90992.0,174910.0,83918.0,49525.0,375579.0,49946.2,375579.0,49946.2,375579.0,Lactobacillus_crispatus,109,0,,,,,,,,,,,,,,
GC_Content,normal,0.3674303302752293,0.0014260863816692,0.367402,0.366552,0.368313,0.001761,0.363382,0.371174,0.3636979,0.37064588,0.3637,0.3733,Lactobacillus_crispatus,109,28,normal,0.3707230714285713,0.0017435029175396,0.3709004999999999,0.3700164999999999,0.37201525,0.00199875,0.365936,0.373254,0.36607721,0.37323402,0.7490170380078637,4.990202088655588e-13,0.003292741153342
Completeness_Specific,non-normal,99.87605504587158,0.2169218281749418,99.95,99.9,99.97,0.0699999999999931,98.67,100.0,98.9076,100.0,93.05,100.0,Lactobacillus_crispatus,109,28,normal,95.6085714285714,1.1010310566714745,95.47,95.0825,96.3125,1.2299999999999898,93.05,98.1,93.15935,97.9893,1.0,1.756336437052797e-29,4.26748361730013
Contamination,non-normal,0.3572477064220183,0.337920981913931,0.29,0.1,0.47,0.37,0.01,1.81,0.0154,1.5345999999999969,0.02,8.2,Lactobacillus_crispatus,109,28,non-normal,1.710357142857143,1.6828366403674675,1.035,0.565,2.4475,1.8825,0.27,8.2,0.2835,7.641099999999993,0.6104193971166448,2.2280944021623e-08,1.3531094364351246
Total_Coding_Sequences,non-normal,2245.6880733944954,209.49308399820072,2206.0,2062.0,2403.0,341.0,1897.0,2810.0,1898.62,2779.22,1898.62,2846.0,Lactobacillus_crispatus,109,28,normal,2381.964285714286,168.78483389529174,2382.5,2315.0,2464.0,149.0,2033.0,2846.0,2036.375,2814.68,0.4249672346002621,0.0003742182293968,137.4800131061599
Genome_Size,non-normal,2172016.862385321,145672.5440810179,2159634.0,2066921.0,2253910.0,186989.0,1917401.0,2633986.0,1918463.72,2606401.18,1918463.72,2818964.0,Lactobacillus_crispatus,109,28,normal,2356006.1071428573,150331.59832453704,2357515.0,2317877.5,2420429.5,102552.0,2039404.0,2818964.0,2039429.11,2779434.6499999994,0.6664482306684142,4.1688876846249975e-10,184064.0481651376
N50,non-normal,132517.81164200252,76626.46795794618,124419.0,84022.0,175318.0,91296.0,9081.0,568772.0,20142.0,382277.6699999996,20142.0,382277.67,Escherichia_coli,381120,0,,,,,,,,,,,,,,
number,non-normal,286.7372717254408,161.58694443313885,239.0,148.0,412.0,264.0,29.0,2011.0,65.0,694.0,65.0,694.0,Escherichia_coli,381120,0,,,,,,,,,,,,,,
longest,non-normal,359863.68904806883,183686.43440496316,348262.5,236258.0,463989.75,227731.75,38082.0,1662943.0,76218.0,912712.405,76218.0,912712.4,Escherichia_coli,381120,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.5058658674013432,0.00167348526412,0.5059279999999999,0.50466475,0.507213,0.00254825,0.493324,0.520959,0.501879,0.5096424049999999,0.5009,0.5112,Escherichia_coli,381120,4033,non-normal,0.5066054577237789,0.001470562364202,0.506671,0.505573,0.507762,0.0021889999999999,0.500941,0.511241,0.50259228,0.51001312,0.1860462523132519,2.11341082287728e-121,0.000740352015734
Completeness_Specific,non-normal,99.99971848761544,0.0301377546996125,100.0,100.0,100.0,0.0,93.26,100.0,100.0,100.0,95.92,100.0,Escherichia_coli,381120,4031,non-normal,98.8170255519722,0.6522226252265341,98.99,98.52,99.275,0.7550000000000097,95.92,99.59,96.3,99.56,0.9999107892527288,0.0,1.1827379608321509
Contamination,non-normal,0.3492699412258606,0.3854256396093266,0.21,0.09,0.46,0.37,0.0,6.12,0.0,1.95,0.0,15.57,Escherichia_coli,381120,4031,non-normal,0.6913272140907962,0.6649004677043879,0.53,0.26,0.86,0.6,0.12,15.57,0.15,3.28,0.3689098065766964,0.0,0.342057272864936
Total_Coding_Sequences,non-normal,4982.1319348236775,400.4004406790708,4932.0,4700.0,5267.0,567.0,3800.0,6691.0,4189.0,6002.0,3998.0,6496.0,Escherichia_coli,381120,4033,non-normal,5095.816761715844,374.4231194115033,5066.0,4849.0,5330.0,481.0,3998.0,6496.0,4410.16,6172.360000000001,0.1614205221125962,2.526011789483787e-91,113.76312025352657
Genome_Size,non-normal,5073443.161998846,334474.4689447806,5110613.5,4825717.75,5335120.5,509402.75,4037975.0,6273067.0,4336718.355,5763951.019999998,4165587.0,6244159.0,Escherichia_coli,381120,4033,non-normal,5162889.45152492,317653.7222323089,5154279.0,4956617.0,5380215.0,423598.0,4165587.0,6244159.0,4514241.12,6027762.600000001,0.1020622625462103,1.2007112679688203e-36,89463.05274782331
N50,non-normal,154550.3629460896,62054.81660740014,141500.0,120218.0,169338.0,49120.0,56390.0,329948.0,59612.76,328892.94,59612.76,328892.94,Neisseria_lactamica,1317,0,,,,,,,,,,,,,,
number,non-normal,60.65603644646925,18.53919455186576,60.0,48.0,71.0,23.0,24.0,122.0,29.58,113.84000000000016,29.58,113.84,Neisseria_lactamica,1317,0,,,,,,,,,,,,,,
longest,non-normal,345467.55808656034,109315.46452246448,343707.0,250972.0,444831.0,193859.0,124498.0,698409.0,126819.64,637549.2400000003,126819.64,637549.24,Neisseria_lactamica,1317,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.522792205770691,0.0011069546996552,0.523016,0.5222140000000001,0.523495,0.0012809999999999,0.518507,0.5267430000000001,0.5193876000000001,0.5253352,0.5194,0.5263,Neisseria_lactamica,1317,4,insufficient_data,0.52340575,0.0018337838442684,0.5230710000000001,0.52236525,0.5241115,0.0017462499999999,0.521211,0.52627,0.521234085,0.52622683,0.2492406985573272,0.9094756744644236,0.0008281471146545
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.04,100.0,Neisseria_lactamica,1317,4,insufficient_data,99.2625,0.219473802536884,99.22,99.0625,99.42,0.3575000000000017,99.04,99.57,99.04045,99.567,1.0,1.5834497388661057e-11,0.7375000000000007
Contamination,non-normal,0.090083523158694,0.0423340550741649,0.07,0.06,0.11,0.05,0.0,0.36,0.01,0.21,0.01,0.3,Neisseria_lactamica,1317,4,insufficient_data,0.25,0.0866025403784438,0.3,0.25,0.3,0.0499999999999999,0.1,0.3,0.103,0.3,0.7492406985573272,0.0080640495120614,0.1600075930144267
Total_Coding_Sequences,non-normal,2034.611237661352,51.65288439158159,2023.0,2004.0,2068.0,64.0,1890.0,2254.0,1931.0,2198.84,1931.0,2263.0,Neisseria_lactamica,1317,4,insufficient_data,2205.75,38.17312536327095,2200.0,2179.5,2226.25,46.75,2160.0,2263.0,2160.39,2262.265,0.9832953682611996,2.367257359604823e-07,171.13876233864846
Genome_Size,non-normal,2160181.7403189065,35971.44620566355,2151956.0,2131786.0,2187868.0,56082.0,2067598.0,2330942.0,2094635.22,2273431.06,2094635.22,2273431.06,Neisseria_lactamica,1317,4,insufficient_data,2191610.5,27307.488080195148,2199556.5,2185847.5,2205319.5,19472.0,2146723.0,2220606.0,2147505.49,2220300.27,0.5920652999240699,0.0749558963862097,34044.53340926347
N50,non-normal,481009.3003663004,212262.81293090025,486768.5,272311.0,619428.5,347117.5,107080.0,1099966.0,116729.575,1035131.0,116729.58,1035131.0,Elizabethkingia_anophelis,546,0,,,,,,,,,,,,,,
number,non-normal,36.866300366300365,21.1702171718648,32.0,19.0,49.0,30.0,8.0,113.0,9.0,103.0,9.0,103.0,Elizabethkingia_anophelis,546,0,,,,,,,,,,,,,,
longest,non-normal,900914.3571428572,363727.3270643845,791806.0,639023.75,1193536.0,554512.25,293896.0,1607305.0,339557.65,1555514.9499999995,339557.65,1555514.95,Elizabethkingia_anophelis,546,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3559269688644689,0.0009311071106008,0.3557955,0.3553595,0.35678325,0.00142375,0.352939,0.358027,0.353588,0.35798575,0.3536,0.3597,Elizabethkingia_anophelis,546,70,non-normal,0.3571334857142857,0.0013610856459129,0.3572315,0.3563125,0.35840675,0.00209425,0.353788,0.359704,0.353788,0.35932381,0.4948717948717949,1.83768457061511e-14,0.0012309329670329
Completeness_Specific,non-normal,99.9975641025641,0.0043349369553756,100.0,100.0,100.0,0.0,99.98,100.0,99.99,100.0,94.63,100.0,Elizabethkingia_anophelis,546,70,non-normal,96.58557142857144,0.8929479839502507,96.805,96.0275,96.87,0.8425000000000011,94.63,98.92,94.66795,98.9062,1.0,7.5740206636832e-94,3.411992673992672
Contamination,non-normal,0.3113553113553113,0.2202728788414683,0.3,0.14,0.44,0.3,0.0,1.34,0.0,0.86,0.0,5.72,Elizabethkingia_anophelis,546,70,non-normal,2.398714285714286,0.9676258447923992,2.51,1.94,2.65,0.71,0.62,5.72,0.62,5.3301500000000015,0.9304029304029304,1.681046392923304e-64,2.087358974358974
Total_Coding_Sequences,non-normal,3794.1666666666665,172.33276563768166,3782.0,3638.5,3972.5,334.0,3458.0,4143.0,3477.35,4128.025,3477.35,4128.02,Elizabethkingia_anophelis,546,70,normal,3795.9857142857145,118.13436573388346,3843.0,3711.25,3869.0,157.75,3525.0,4075.0,3540.87,4071.895,0.2556776556776556,0.0004633236593642,65.4
Genome_Size,non-normal,4086198.406593407,141122.77213226864,4104656.0,3954164.25,4231062.0,276897.75,3789423.0,4394868.0,3810508.675,4337048.725,3810508.68,4369828.0,Elizabethkingia_anophelis,546,70,normal,4105902.5714285714,112632.51405922732,4145162.0,4020337.0,4175027.25,154690.25,3853453.0,4369828.0,3870451.15,4351313.575,0.1967032967032967,0.014045768600039,44254.31208791208
N50,non-normal,230401.9247027741,162459.41406582517,190368.0,109083.0,293708.0,184625.0,26858.0,1255048.0,46556.5,896984.4800000003,46556.5,896984.48,Enterobacter_roggenkampii,757,0,,,,,,,,,,,,,,
number,non-normal,134.59180977542934,82.71191804102104,121.0,77.0,164.0,87.0,22.0,706.0,33.78,589.4400000000028,33.78,589.44,Enterobacter_roggenkampii,757,0,,,,,,,,,,,,,,
longest,non-normal,595058.2100396301,383063.2864209227,489331.0,304854.0,778591.0,473737.0,114960.0,2259685.0,145067.08,2137059.840000001,145067.08,2137059.84,Enterobacter_roggenkampii,757,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.5572511096433289,0.0025298335020479,0.55747,0.555632,0.5591149999999999,0.0034829999999999,0.550374,0.563923,0.5507449400000001,0.5622728800000001,0.5507,0.5623,Enterobacter_roggenkampii,757,56,normal,0.5580750357142856,0.0022907960949688,0.5580944999999999,0.5567285,0.5602579999999999,0.0035294999999999,0.55231,0.561551,0.55236005,0.5614316500000001,0.166116248348745,0.0995852068721337,0.0008726644178146
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,94.78,100.0,Enterobacter_roggenkampii,757,56,non-normal,99.03089285714285,0.9641322463855296,99.34,98.94,99.61,0.6700000000000017,94.78,99.88,95.18975,99.88,1.0,1.0711810818867814e-87,0.9691071428571436
Contamination,non-normal,0.1556010568031704,0.2072639002136555,0.08,0.04,0.18,0.1399999999999999,0.0,1.6,0.0,1.238800000000001,0.0,1.54,Enterobacter_roggenkampii,757,56,normal,0.5169642857142858,0.4172183380217517,0.425,0.1625,0.7575000000000001,0.5950000000000001,0.03,1.54,0.03,1.4987500000000002,0.5180458577090017,1.7867256787399958e-13,0.3615217493866767
Total_Coding_Sequences,non-normal,4694.2892998679,254.6153045158468,4678.0,4500.0,4872.0,372.0,4153.0,5507.0,4195.14,5443.76,4195.14,5620.0,Enterobacter_roggenkampii,757,56,normal,4820.892857142857,265.30761650874445,4810.5,4643.75,4965.0,321.25,4355.0,5620.0,4371.225,5565.0,0.2453293074164936,0.0029875338951585,126.60355727495757
Genome_Size,non-normal,4973866.718626156,209720.14756205288,4958908.0,4814028.0,5120655.0,306627.0,4545196.0,5667175.0,4578846.56,5622800.26,4578846.56,5689850.0,Enterobacter_roggenkampii,757,56,non-normal,4977091.982142857,222014.2531639492,4977751.0,4798517.0,5105619.75,307102.75,4634203.0,5689850.0,4640887.425,5634340.7,0.0703434610303831,0.941303760623388,21275.488228911112
N50,non-normal,385201.8644067797,66063.7756592408,382705.0,337866.75,443340.0,105473.25,177037.0,468256.0,209985.955,468256.0,209985.96,468256.0,Pediococcus_pentosaceus,118,0,,,,,,,,,,,,,,
number,non-normal,18.279661016949152,6.84314031542653,16.0,14.0,21.0,7.0,11.0,55.0,11.0,47.98000000000008,11.0,47.98,Pediococcus_pentosaceus,118,0,,,,,,,,,,,,,,
longest,non-normal,481894.3728813559,49824.63877147949,492739.0,444165.0,534677.0,90512.0,342064.0,542020.0,349537.96,540731.245,349537.96,540731.24,Pediococcus_pentosaceus,118,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3721883135593219,0.0007272403339855,0.37221,0.372148,0.37285175,0.00070375,0.370002,0.373232,0.370040025,0.373171745,0.37,0.3753,Pediococcus_pentosaceus,118,42,normal,0.3732093095238095,0.0008871686232615,0.3733035,0.37251475,0.3739429999999999,0.0014282499999999,0.371394,0.375254,0.371409375,0.3750846699999999,0.5936238902340597,9.295798465020674e-11,0.0010209959644874
Completeness_Specific,non-normal,99.99991525423728,0.0009166655785082,100.0,100.0,100.0,0.0,99.99,100.0,99.99585,100.0,84.97,100.0,Pediococcus_pentosaceus,118,42,normal,91.31666666666666,3.386476372606521,90.48,89.215,93.345,4.129999999999996,84.97,98.76,85.06225,98.4771,1.0,2.7920141182533432e-39,8.683248587570622
Contamination,non-normal,0.1420338983050847,0.0624168507510958,0.12,0.11,0.13,0.02,0.09,0.56,0.09,0.4254500000000014,0.09,8.79,Pediococcus_pentosaceus,118,42,normal,4.020714285714285,2.0048065966062456,3.53,2.6775,5.7125,3.035,0.62,8.79,0.7512,8.585,1.0,2.7920141182533432e-39,3.878680387409201
Total_Coding_Sequences,non-normal,1810.7203389830509,64.56830381473722,1779.5,1774.0,1885.5,111.5,1670.0,2000.0,1671.17,1998.245,1671.17,2111.0,Pediococcus_pentosaceus,118,42,normal,1851.2619047619048,89.95264879336966,1838.0,1795.5,1876.75,81.25,1698.0,2111.0,1700.87,2094.19,0.3603712671509281,0.0004167322790831,43.54479418886199
Genome_Size,normal,1840435.5254237289,46203.93462512228,1824600.5,1823697.0,1890114.5,66417.5,1707044.0,1960760.0,1708652.75,1953491.375,1699331.0,2059009.0,Pediococcus_pentosaceus,118,42,normal,1831516.5,77524.95519116962,1816809.5,1783389.25,1875251.0,91861.75,1699331.0,2059009.0,1701029.015,2039584.0200000005,0.3627925746569814,0.0003732569679691,30730.97538337369
N50,non-normal,773851.3097014925,540190.1351211155,591906.5,379128.25,1002976.75,623848.5,126854.0,2178584.0,145225.78,2150254.71,145225.78,2150254.71,Bacillus_velezensis,268,0,,,,,,,,,,,,,,
number,non-normal,43.02238805970149,17.669632613193478,40.0,32.0,51.0,19.0,18.0,176.0,18.67,114.98500000000018,18.67,114.99,Bacillus_velezensis,268,0,,,,,,,,,,,,,,
longest,non-normal,1102438.4402985077,450007.1937626575,1051232.0,774025.25,1167585.0,393559.75,297153.0,2178584.0,324225.435,2150254.71,324225.44,2150254.71,Bacillus_velezensis,268,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.4627104067164179,0.0025836788034135,0.4637894999999999,0.4605225,0.46445125,0.00392875,0.455086,0.467134,0.4563984949999999,0.46652561,0.4521,0.4698,Bacillus_velezensis,268,461,non-normal,0.463782295010846,0.0024685224496316,0.464841,0.46295,0.465174,0.002224,0.452107,0.469792,0.4560456,0.4678005,0.3398517175510732,6.942299908886797e-18,0.0010889800320523
Completeness_Specific,non-normal,99.99996268656716,0.0006097065163573,100.0,100.0,100.0,0.0,99.99,100.0,100.0,100.0,96.34,100.0,Bacillus_velezensis,268,461,non-normal,99.23822125813447,0.4934959652800187,99.41,99.41,99.41,0.0,96.34,100.0,96.691,99.823,0.9934924078091106,1.3323199575958916e-200,0.7617414284326768
Contamination,non-normal,0.1456343283582089,0.1512385701143082,0.1,0.05,0.1925,0.1425,0.0,0.75,0.0,0.7233000000000004,0.0,1.18,Bacillus_velezensis,268,65,non-normal,0.3167692307692307,0.3120606829167769,0.15,0.07,0.59,0.52,0.01,1.18,0.01,1.18,0.3776119402985075,3.4024649334223025e-07,0.1748134328358208
Total_Coding_Sequences,non-normal,3913.399253731344,165.06600081878992,3859.0,3774.0,4027.0,253.0,3689.0,4434.0,3696.35,4397.0,3683.0,4481.0,Bacillus_velezensis,268,461,non-normal,4006.945770065076,147.00533173334074,3949.0,3901.0,4099.0,198.0,3683.0,4481.0,3799.9,4471.7,0.4581781979473565,1.1443150540765699e-32,93.5725467024962
Genome_Size,non-normal,4014000.847014925,124037.87692271764,3988889.5,3911511.5,4095393.0,183881.5,3781067.0,4377011.0,3828109.835,4372452.48,3713516.0,4385679.0,Bacillus_velezensis,268,461,non-normal,4019719.0976138823,118305.55456829,3980571.0,3929788.0,4088134.0,158346.0,3713516.0,4385679.0,3849418.9,4367560.2,0.1721759963738789,7.216909826788346e-05,14049.381365946836
N50,non-normal,478998.1384781825,414699.52436703775,317712.0,215766.75,593001.75,377235.0,36104.0,2833521.0,74486.575,2574473.0,74486.58,2574473.0,Mycobacterium_abscessus,5546,0,,,,,,,,,,,,,,
number,non-normal,51.63613415073928,32.452683297570935,47.0,27.0,66.0,39.0,4.0,361.0,7.0,174.0,7.0,174.0,Mycobacterium_abscessus,5546,0,,,,,,,,,,,,,,
longest,non-normal,918057.9184998196,534966.996840311,738569.5,506327.0,1206629.0,700302.0,128531.0,2833521.0,209910.55,2574473.0,209910.55,2574473.0,Mycobacterium_abscessus,5546,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6414775338983051,0.0007705754248727,0.641426,0.64108825,0.64198175,0.0008934999999999,0.637561,0.644173,0.6390856250000001,0.643067925,0.6391,0.6432,Mycobacterium_abscessus,5546,95,non-normal,0.6414986210526316,0.0007293492438857,0.64148,0.64109,0.642091,0.0010009999999999,0.639369,0.643238,0.6394014299999999,0.64301099,0.1017841213202497,0.268935860168482,0.0001045458063659
Completeness_Specific,non-normal,99.99968265416516,0.0017529261163764,100.0,100.0,100.0,0.0,99.99,100.0,99.99,100.0,95.74,100.0,Mycobacterium_abscessus,5546,95,non-normal,98.49431578947367,0.7075006455367392,98.61,98.295,99.04,0.7450000000000045,95.74,99.27,95.8857,99.2418,1.0,1.9142174307179776e-208,1.505366864691481
Contamination,non-normal,0.2521745402091597,0.1407514062327162,0.22,0.17,0.31,0.1399999999999999,0.02,2.55,0.07,0.9127499999999964,0.07,2.47,Mycobacterium_abscessus,5546,95,non-normal,1.093368421052631,0.3946260335700005,0.95,0.93,1.09,0.16,0.63,2.47,0.63,2.47,0.98196898665705,5.146432427964956e-151,0.8412227304648205
Total_Coding_Sequences,non-normal,5048.871619184998,209.39672702382575,5024.0,4900.0,5183.0,283.0,4500.0,5995.0,4631.725,5720.849999999995,4631.73,5720.85,Mycobacterium_abscessus,5546,95,normal,5069.4,212.6778339475733,5054.0,4892.0,5188.5,296.5,4635.0,5521.0,4680.59,5509.72,0.1040598250042705,0.2461093171287157,31.938208666274413
Genome_Size,non-normal,5092291.965560764,166282.531406118,5099420.5,4978038.5,5192696.25,214657.75,4638877.0,5827067.0,4740423.6,5597820.274999999,4687873.0,5597820.28,Mycobacterium_abscessus,5546,95,normal,5088338.263157895,172368.90387136236,5090491.0,4936818.5,5187518.0,250699.5,4687873.0,5486769.0,4740479.16,5468399.5200000005,0.1078235617894357,0.2115499204444696,18688.394588798
N50,non-normal,191886.9603960396,114107.83665531848,152380.0,111525.0,273649.0,162124.0,43593.0,554632.0,44051.5,548626.5,44051.5,548626.5,Pseudomonas_fluorescens,101,0,,,,,,,,,,,,,,
number,non-normal,128.88118811881188,66.03813586623554,108.0,85.0,146.0,61.0,42.0,322.0,48.0,321.5,48.0,321.5,Pseudomonas_fluorescens,101,0,,,,,,,,,,,,,,
longest,non-normal,483696.49504950497,224945.26695201072,410482.0,306215.0,697497.0,391282.0,153066.0,1074340.0,153954.0,1018568.0,153954.0,1018568.0,Pseudomonas_fluorescens,101,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6010971287128711,0.0090922917594453,0.6025889999999999,0.591758,0.606693,0.014935,0.5882970000000001,0.637467,0.5882970000000001,0.6346005,0.588,0.6346,Pseudomonas_fluorescens,101,24,normal,0.6033849166666666,0.0073417412382705,0.605128,0.60091625,0.6062687499999999,0.0053524999999998,0.588016,0.62343,0.588202875,0.622216635,0.2367986798679868,0.1901519986648965,0.0031158745874587
Completeness_Specific,non-normal,99.99920792079207,0.0030452587127194,100.0,100.0,100.0,0.0,99.98,100.0,99.985,100.0,95.8,100.0,Pseudomonas_fluorescens,101,24,non-normal,98.78916666666667,1.1260325508419171,99.305,98.13,99.5725,1.4424999999999957,95.8,99.8,95.80345,99.8,1.0,6.212763711383487e-26,1.2100412541254135
Contamination,non-normal,0.6084158415841583,0.6296293624081313,0.39,0.23,0.55,0.32,0.02,2.24,0.03,2.215,0.03,3.36,Pseudomonas_fluorescens,101,24,non-normal,0.9666666666666668,0.8448553459353593,0.7,0.485,0.9925,0.5074999999999998,0.1,3.36,0.10805,3.3071000000000006,0.4925742574257425,7.899029530069054e-05,0.3582508250825082
