metric,median,q1,q3,min,max,upper_bound,lower_bound,MY_LOWER,MY_UPPER,species
N50,20032.0,17878.0,23424.0,10158.0,33917.0,33917.0,13743.0,13743.0,33917.0,Wolbachia_pipientis
number,123.0,112.0,136.0,94.0,320.0,222.9200000000003,100.0,100.0,222.92,Wolbachia_pipientis
longest,53402.0,49589.0,67159.0,35959.0,118425.0,106690.52000000016,38313.32,38313.32,106690.52,Wolbachia_pipientis
GC_Content,0.351993,0.351924,0.3520689999999999,0.350267,0.3631459999999999,0.35756208,0.3503841599999999,0.3367,0.3576,Wolbachia_pipientis
Completeness_Specific,99.7,99.67,99.73,99.31,99.89,99.8572,99.446,97.38,99.86,Wolbachia_pipientis
Contamination,1.07,1.04,1.07,0.51,1.37,1.2436,0.526,0.18,1.24,Wolbachia_pipientis
Total_Coding_Sequences,1158.0,1154.0,1162.0,1137.0,1357.0,1325.16,1140.32,1140.32,1649.0,Wolbachia_pipientis
Genome_Size,1196002.0,1190447.0,1199205.0,1159812.0,1395341.0,1343489.76,1169668.36,1121812.0,1713404.0,Wolbachia_pipientis
N50,265140.0,200507.0,359770.5,37578.0,851775.0,615483.0999999995,68938.1,68938.1,615483.1,Klebsiella_oxytoca
number,111.0,90.0,147.5,47.0,536.0,346.499999999995,53.78,53.78,346.5,Klebsiella_oxytoca
longest,655853.0,544404.0,884859.0,162532.0,1777064.0,1556163.0199999958,188534.59,188534.59,1556163.02,Klebsiella_oxytoca
GC_Content,0.55042,0.5489625,0.551515,0.543667,0.55346,0.5532520000000001,0.544563,0.5412,0.5533,Klebsiella_oxytoca
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.13,100.0,Klebsiella_oxytoca
Contamination,0.48,0.35,0.82,0.09,2.54,2.4,0.16,0.16,7.61,Klebsiella_oxytoca
Total_Coding_Sequences,5591.0,5393.5,5797.0,5148.0,6417.0,6312.44,5188.63,5071.0,6504.0,Klebsiella_oxytoca
Genome_Size,6002043.0,5837153.5,6181305.5,5624995.0,6700630.0,6600977.83,5667910.93,5394761.0,6736859.0,Klebsiella_oxytoca
N50,437549.5,294850.75,511555.5,34736.0,1538180.0,1502497.28,66708.24500000001,66708.25,1502497.28,Listeria_monocytogenes
number,29.0,23.0,41.0,9.0,220.0,111.0,14.0,14.0,111.0,Listeria_monocytogenes
longest,729242.0,533216.0,1005387.0,119498.0,1538974.0,1504764.4349999998,191856.83,191856.83,1504764.43,Listeria_monocytogenes
GC_Content,0.378705,0.3782959999999999,0.379094,0.376079,0.383659,0.380849,0.377148,0.3771,0.3829,Listeria_monocytogenes
Completeness_Specific,99.99,99.99,100.0,99.96,100.0,100.0,99.97,96.29,100.0,Listeria_monocytogenes
Contamination,0.72,0.64,0.8,0.2,1.83,1.11,0.49,0.17,4.14,Listeria_monocytogenes
Total_Coding_Sequences,2932.0,2865.0,3009.0,2661.0,3326.0,3192.0,2772.0,2772.0,3315.0,Listeria_monocytogenes
Genome_Size,2966962.0,2917151.75,3025875.75,2705671.0,3280166.0,3157801.07,2840561.755,2815543.0,3243301.0,Listeria_monocytogenes
N50,259924.0,249088.0,333756.5,61934.0,534185.0,531416.0,81954.075,81954.08,531416.0,Brucella_melitensis
number,33.0,29.0,38.0,17.0,98.0,82.72499999999991,21.0,21.0,82.72,Brucella_melitensis
longest,518896.0,475986.0,601031.25,175597.0,1130860.0,1101509.0,218269.65,218269.65,1101509.0,Brucella_melitensis
GC_Content,0.572416,0.57239,0.57244825,0.5715319999999999,0.57299,0.572836,0.572125475,0.5721,0.5728,Brucella_melitensis
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,95.6,100.0,Brucella_melitensis
Contamination,0.34,0.17,0.52,0.01,1.73,0.6672499999999991,0.05275,0.05,0.89,Brucella_melitensis
Total_Coding_Sequences,3141.0,3126.0,3150.0,3058.0,3205.0,3171.0,3068.0,3068.0,3254.0,Brucella_melitensis
Genome_Size,3289350.0,3266864.5,3291873.0,3241737.0,3333801.0,3307079.425,3245723.25,3245723.25,3313492.0,Brucella_melitensis
N50,350639.5,233926.5,503620.25,40528.0,874451.0,874115.85,46036.135,46036.14,874115.85,Citrobacter_amalonaticus
number,60.5,47.0,89.0,26.0,269.0,266.4899999999995,27.03,27.03,266.49,Citrobacter_amalonaticus
longest,836261.0,615013.25,1148349.75,108850.0,2400385.0,2400246.895,158461.41,158461.41,2400246.9,Citrobacter_amalonaticus
GC_Content,0.533598,0.532385,0.534506,0.528892,0.538851,0.5388499699999999,0.528963285,0.529,0.5388,Citrobacter_amalonaticus
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.42,100.0,Citrobacter_amalonaticus
Contamination,0.05,0.01,0.1125,0.0,0.7,0.6677499999999978,0.0,0.0,3.84,Citrobacter_amalonaticus
Total_Coding_Sequences,4665.5,4523.75,4868.75,4344.0,5618.0,5544.1349999999975,4365.12,4365.12,5658.0,Citrobacter_amalonaticus
Genome_Size,4962166.5,4842025.5,5139783.5,4686131.0,5621088.0,5587159.289999999,4686337.535,4686337.54,5875351.0,Citrobacter_amalonaticus
N50,435964.0,348107.0,611711.0,103122.0,914336.0,883789.8800000001,104967.36,104967.36,883789.88,Vibrio_diabolicus
number,86.0,74.0,103.0,45.0,152.0,146.06000000000003,46.98,46.98,146.06,Vibrio_diabolicus
longest,870922.0,711109.0,1082110.0,218258.0,1905736.0,1895565.4,268226.6,268226.6,1895565.4,Vibrio_diabolicus
GC_Content,0.4480989999999999,0.4475849999999999,0.44853,0.445773,0.449495,0.44942438,0.44606274,0.4453,0.4494,Vibrio_diabolicus
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,97.66,100.0,Vibrio_diabolicus
Contamination,0.02,0.0,0.06,0.0,0.42,0.2748000000000007,0.0,0.0,2.78,Vibrio_diabolicus
Total_Coding_Sequences,4651.0,4594.0,4725.0,4448.0,4935.0,4921.8,4455.92,4455.92,5011.0,Vibrio_diabolicus
Genome_Size,5129935.0,5086187.0,5206857.0,4972742.0,5428759.0,5401775.5600000005,4984143.5,4984143.5,5502567.0,Vibrio_diabolicus
N50,318861.0,268265.0,395408.0,132752.0,602974.0,578404.9199999998,139324.88,139324.88,578404.92,Corynebacterium_ulcerans
number,18.0,14.0,23.0,8.0,50.0,39.7999999999999,8.68,8.68,39.8,Corynebacterium_ulcerans
longest,525269.0,438347.0,615035.0,268618.0,866973.0,866970.96,269070.88,269070.88,866970.96,Corynebacterium_ulcerans
GC_Content,0.533287,0.533129,0.533704,0.532077,0.5346150000000001,0.53456808,0.53232792,0.532,0.5346,Corynebacterium_ulcerans
Completeness_Specific,99.99,99.99,99.99,99.98,99.99,99.99,99.98,93.87,99.99,Corynebacterium_ulcerans
Contamination,0.44,0.3,0.63,0.22,1.06,0.9239999999999986,0.2336,0.23,0.92,Corynebacterium_ulcerans
Total_Coding_Sequences,2284.0,2224.0,2335.0,2177.0,2491.0,2481.48,2181.76,2181.76,2481.48,Corynebacterium_ulcerans
Genome_Size,2501285.0,2456566.0,2539789.0,2421060.0,2645878.0,2640733.12,2422103.8,2422103.8,2640733.12,Corynebacterium_ulcerans
N50,62531.0,41349.0,85907.0,10128.0,216572.0,202494.1600000007,11071.6,11071.6,202494.16,Leptospira_interrogans
number,227.0,174.0,321.0,73.0,1067.0,843.7200000000003,108.0,108.0,843.72,Leptospira_interrogans
longest,216224.0,144457.0,349788.0,42770.0,586595.0,525260.72,49289.72,49289.72,525260.72,Leptospira_interrogans
GC_Content,0.349877,0.349638,0.350728,0.348055,0.3567099999999999,0.35388596,0.34907232,0.3491,0.356,Leptospira_interrogans
Completeness_Specific,99.96,99.94,99.98,94.03,100.0,100.0,98.262,73.36,100.0,Leptospira_interrogans
Contamination,0.13,0.06,0.16,0.03,3.79,2.0564000000000067,0.04,0.04,12.19,Leptospira_interrogans
Total_Coding_Sequences,3783.0,3708.0,4001.0,3498.0,5079.0,4736.3200000000015,3646.16,3646.16,4736.32,Leptospira_interrogans
Genome_Size,4618553.0,4574918.0,4780694.0,4143511.0,5269691.0,5152613.800000001,4376215.6,4376215.6,5521455.0,Leptospira_interrogans
N50,201356.0,146948.5,270665.0,16487.0,656385.0,553583.7500000006,26897.025,26897.02,553583.75,Bacteroides_ovatus
number,126.0,94.0,171.0,57.0,875.0,553.0500000000027,60.0,60.0,553.05,Bacteroides_ovatus
longest,524950.0,410375.0,660650.75,108540.0,1092850.0,1068723.15,140359.825,140359.83,1068723.15,Bacteroides_ovatus
GC_Content,0.4188039999999999,0.41755625,0.42043375,0.414732,0.424942,0.424411875,0.414925425,0.4149,0.4244,Bacteroides_ovatus
Completeness_Specific,99.99,99.98,100.0,97.51,100.0,100.0,99.44275,92.46,100.0,Bacteroides_ovatus
Contamination,1.0750000000000002,0.8,1.705,0.08,9.96,4.069250000000001,0.28,0.18,4.07,Bacteroides_ovatus
Total_Coding_Sequences,5363.0,5191.0,5562.0,4661.0,6352.0,6334.9,4754.9,4754.9,6334.9,Bacteroides_ovatus
Genome_Size,6740267.0,6620966.75,6940494.75,6162817.0,7813299.0,7689366.575,6215549.7,6215549.7,7689366.58,Bacteroides_ovatus
N50,977841.0,189917.0,1021794.0,61217.0,1022906.0,1022904.18,77426.8,77426.8,1022904.18,Bifidobacterium_animalis
number,19.0,18.0,22.0,12.0,63.0,47.18000000000001,12.82,12.82,47.18,Bifidobacterium_animalis
longest,977841.0,352974.0,1021794.0,154925.0,1022906.0,1022904.18,180591.32,180591.32,1022904.18,Bifidobacterium_animalis
GC_Content,0.604668,0.604664,0.604708,0.60403,0.605198,0.60493854,0.60429238,0.6021,0.6064,Bifidobacterium_animalis
Completeness_Specific,99.84,99.84,99.86,99.72,99.92,99.9,99.7682,94.76,99.9,Bifidobacterium_animalis
Contamination,0.16,0.16,0.23,0.14,0.25,0.24,0.14,0.14,3.15,Bifidobacterium_animalis
Total_Coding_Sequences,1565.0,1564.0,1567.0,1558.0,1578.0,1575.18,1559.82,1559.82,1683.0,Bifidobacterium_animalis
Genome_Size,1917988.0,1917544.0,1920186.0,1912459.0,1927475.0,1925681.2,1915351.72,1915351.72,2027369.0,Bifidobacterium_animalis
N50,374214.0,303281.0,562471.0,27582.0,1588841.0,1425356.2400000002,48731.72,48731.72,1425356.24,Serratia_bockelmannii
number,51.0,39.0,62.0,22.0,355.0,293.4600000000004,24.0,24.0,293.46,Serratia_bockelmannii
longest,897440.0,650771.0,1343440.0,105623.0,2606310.0,2404778.2200000007,150283.48,150283.48,2404778.22,Serratia_bockelmannii
GC_Content,0.593523,0.592297,0.594355,0.5863689999999999,0.597149,0.59686144,0.5871548600000001,0.59,0.6,Serratia_bockelmannii
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Serratia_bockelmannii
Contamination,0.21,0.09,0.27,0.01,1.19,1.1482000000000006,0.0138,0.01,1.15,Serratia_bockelmannii
Total_Coding_Sequences,4797.0,4707.0,4877.0,4548.0,5317.0,5136.24,4575.8,4575.8,5136.24,Serratia_bockelmannii
Genome_Size,5192883.0,5120513.0,5277107.0,4967849.0,5586847.0,5515076.7,4996232.9,4996232.9,5515076.7,Serratia_bockelmannii
N50,163044.0,130658.0,203735.0,33819.0,439155.0,284356.86000000016,60758.28,60758.28,284356.86,Streptococcus_pyogenes
number,34.0,28.0,43.0,12.0,137.0,89.0,18.0,18.0,89.0,Streptococcus_pyogenes
longest,333486.0,248082.0,475170.0,93325.0,855241.0,751710.0,143900.72,143900.72,751710.0,Streptococcus_pyogenes
GC_Content,0.383705,0.383191,0.3839079999999999,0.378866,0.3868399999999999,0.384731,0.38084638,0.3808,0.3869,Streptococcus_pyogenes
Completeness_Specific,100.0,99.99,100.0,99.96,100.0,100.0,99.98,97.68,100.0,Streptococcus_pyogenes
Contamination,0.15,0.06,0.42,0.0,1.53,0.6262000000000262,0.01,0.01,2.67,Streptococcus_pyogenes
Total_Coding_Sequences,1758.0,1716.0,1805.0,1522.0,2043.0,1943.0,1579.0,1579.0,2090.0,Streptococcus_pyogenes
Genome_Size,1803735.0,1775678.0,1841438.0,1637467.0,2045563.0,1938666.48,1685315.52,1685315.52,2067793.0,Streptococcus_pyogenes
N50,262254.0,206119.0,382204.0,74973.0,571464.0,567245.96,91164.36,91164.36,567245.96,Listeria_seeligeri
number,49.0,35.0,60.0,19.0,99.0,96.07999999999991,20.24,20.24,96.08,Listeria_seeligeri
longest,502807.0,405518.0,645749.0,256917.0,1076322.0,1046011.6,272654.8,272654.8,1046011.6,Listeria_seeligeri
GC_Content,0.372403,0.372064,0.372735,0.371122,0.3737339999999999,0.37359116,0.37117424,0.3712,0.3746,Listeria_seeligeri
Completeness_Specific,99.99,99.99,99.99,99.96,100.0,100.0,99.96,98.86,100.0,Listeria_seeligeri
Contamination,0.7,0.62,0.77,0.51,1.0,0.9476,0.51,0.08,0.95,Listeria_seeligeri
Total_Coding_Sequences,2810.0,2754.0,2864.0,2655.0,3084.0,3065.9999999999995,2676.2,2676.2,3066.0,Listeria_seeligeri
Genome_Size,2878657.0,2834144.0,2923852.0,2756112.0,3036550.0,3031776.48,2766272.28,2766272.28,3031776.48,Listeria_seeligeri
N50,236321.5,174376.75,334832.25,26125.0,790897.0,614993.1700000007,67440.985,67440.98,614993.17,Bacteroides_caccae
number,84.5,64.25,125.0,31.0,439.0,374.0800000000004,32.945,32.94,374.08,Bacteroides_caccae
longest,618942.0,454408.0,803248.0,146712.0,1479291.0,1245515.4650000003,210369.885,210369.88,1245515.47,Bacteroides_caccae
GC_Content,0.4243095,0.422463,0.42537475,0.417327,0.429683,0.429479715,0.418830565,0.4188,0.4295,Bacteroides_caccae
Completeness_Specific,99.98,99.94,99.99,97.97,100.0,100.0,98.0456,94.54,100.0,Bacteroides_caccae
Contamination,0.72,0.45,1.09,0.08,2.32,2.13275,0.11,0.11,5.19,Bacteroides_caccae
Total_Coding_Sequences,4301.0,4102.5,4544.0,3674.0,5246.0,5007.785000000001,3683.78,3683.78,5007.79,Bacteroides_caccae
Genome_Size,5174478.5,5032727.0,5387252.25,4533091.0,5858180.0,5746070.785000001,4589979.995,4570799.0,5746070.79,Bacteroides_caccae
N50,149400.0,60012.5,250725.5,10467.0,564511.0,558084.81,11271.46,11271.46,558084.81,Brachyspira_hyodysenteriae
number,101.0,62.5,170.5,26.0,466.0,454.32000000000016,27.46,27.46,454.32,Brachyspira_hyodysenteriae
longest,382004.0,172648.5,604684.0,44438.0,1326454.0,1223654.670000001,47344.13,47344.13,1223654.67,Brachyspira_hyodysenteriae
GC_Content,0.270447,0.2702145,0.270797,0.269829,0.274165,0.27401243,0.26984506,0.2698,0.274,Brachyspira_hyodysenteriae
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.88,100.0,Brachyspira_hyodysenteriae
Contamination,0.56,0.52,0.635,0.36,0.95,0.9135000000000004,0.36,0.31,1.39,Brachyspira_hyodysenteriae
Total_Coding_Sequences,2790.0,2721.0,2836.5,2594.0,2973.0,2960.59,2595.46,2595.46,2986.0,Brachyspira_hyodysenteriae
Genome_Size,3100179.0,3052460.0,3121019.0,2987185.0,3179029.0,3166779.6,2988879.33,2988879.33,3277544.0,Brachyspira_hyodysenteriae
N50,91922.0,83753.0,114814.0,76244.0,146248.0,127100.0,77896.585,77896.59,127100.0,Hungateiclostridium_thermocellum
number,136.0,130.0,142.0,109.0,210.0,208.485,117.01,117.01,208.48,Hungateiclostridium_thermocellum
longest,330958.0,282531.0,331071.0,202115.0,362316.0,346510.2500000001,206493.285,206493.28,346510.25,Hungateiclostridium_thermocellum
GC_Content,0.390874,0.39082225,0.3909364999999999,0.390633,0.391214,0.3911409899999999,0.390689795,0.389,0.3917,Hungateiclostridium_thermocellum
Completeness_Specific,99.99,99.99,99.99,99.97,100.0,100.0,99.97505,97.06,100.0,Hungateiclostridium_thermocellum
Contamination,0.41,0.38,0.42,0.34,0.74,0.72,0.34505,0.35,3.06,Hungateiclostridium_thermocellum
Total_Coding_Sequences,3059.0,3053.0,3064.75,3033.0,3133.0,3129.495,3034.505,3034.5,3495.0,Hungateiclostridium_thermocellum
Genome_Size,3489105.0,3484739.25,3493706.0,3462651.0,3503294.0,3502833.325,3465450.74,3465450.74,3971483.0,Hungateiclostridium_thermocellum
N50,114217.0,93142.5,134039.5,45479.0,208138.0,193542.51000000013,49287.26,49287.26,193542.51,Enterococcus_cecorum
number,78.0,65.5,102.5,28.0,219.0,201.66000000000005,38.68,38.68,201.66,Enterococcus_cecorum
longest,265517.0,222186.5,309989.0,113485.0,613981.0,598558.9200000002,133812.32,133812.32,598558.92,Enterococcus_cecorum
GC_Content,0.364121,0.3634045,0.365266,0.359996,0.367664,0.36764937,0.360438,0.3604,0.3676,Enterococcus_cecorum
Completeness_Specific,99.95,99.88,99.98,98.63,100.0,99.9983,98.86,93.66,100.0,Enterococcus_cecorum
Contamination,0.13,0.07,0.18,0.0,0.53,0.52,0.0,0.0,1.62,Enterococcus_cecorum
Total_Coding_Sequences,2271.0,2205.5,2371.0,1919.0,2840.0,2714.83,1965.04,1965.04,2818.0,Enterococcus_cecorum
Genome_Size,2318274.0,2252894.0,2392143.0,1987854.0,2795277.0,2698504.76,2040076.51,2040076.51,2799887.0,Enterococcus_cecorum
N50,1831.0,815.0,9520.0,612.0,20181.0,18812.639999999985,616.32,616.32,18812.64,Orientia_tsutsugamushi
number,888.0,583.0,1663.0,207.0,3352.0,3331.48,212.94,212.94,3331.48,Orientia_tsutsugamushi
longest,16189.0,8333.0,40414.0,4590.0,84549.0,79306.67999999993,4597.02,4597.02,79306.68,Orientia_tsutsugamushi
GC_Content,0.333484,0.308141,0.3904999999999999,0.2977499999999999,0.444807,0.44278902,0.2977689,0.2978,0.4428,Orientia_tsutsugamushi
Completeness_Specific,84.43,16.7,99.44,4.57,99.95,99.9338,4.6402,4.64,99.93,Orientia_tsutsugamushi
Contamination,0.3,0.16,1.68,0.0,8.45,8.093599999999995,0.0,0.0,8.09,Orientia_tsutsugamushi
Total_Coding_Sequences,1771.0,1078.0,2813.0,278.0,4885.0,4878.52,289.34,289.34,4878.52,Orientia_tsutsugamushi
Genome_Size,1399210.0,537248.0,1754280.0,137757.0,2614860.0,2595980.52,138385.02,138385.02,2595980.52,Orientia_tsutsugamushi
N50,85451.0,58932.0,121074.0,25275.0,248841.0,238141.7599999999,34940.32,34940.32,238141.76,Enterococcus_durans
number,111.0,81.0,155.0,31.0,246.0,222.92,40.36,40.36,222.92,Enterococcus_durans
longest,235951.0,179238.0,312686.0,91961.0,537599.0,514155.6399999992,92928.04,92928.04,514155.64,Enterococcus_durans
GC_Content,0.377886,0.375075,0.378035,0.372847,0.379665,0.37942468,0.37299028,0.373,0.3804,Enterococcus_durans
Completeness_Specific,100.0,100.0,100.0,99.98,100.0,100.0,99.99,97.98,100.0,Enterococcus_durans
Contamination,0.33,0.11,0.6,0.02,1.82,1.3887999999999976,0.02,0.02,1.39,Enterococcus_durans
Total_Coding_Sequences,2842.0,2744.0,2882.0,2570.0,3122.0,3100.72,2623.72,2623.72,3100.72,Enterococcus_durans
Genome_Size,2992500.0,2929918.0,3013341.0,2741068.0,3260992.0,3213123.84,2761296.88,2761296.88,3213123.84,Enterococcus_durans
N50,223576.0,147451.0,295372.0,16338.0,727673.0,617720.0,28266.48,28266.48,617720.0,Parabacteroides_distasonis
number,89.0,69.0,123.0,23.0,566.0,408.1200000000006,34.84,34.84,408.12,Parabacteroides_distasonis
longest,535780.0,385741.0,730643.0,57103.0,1640854.0,1328958.7600000005,114525.96,114525.96,1328958.76,Parabacteroides_distasonis
GC_Content,0.450464,0.44967,0.4514609999999999,0.446344,0.45493,0.45424904,0.44773108,0.4477,0.4558,Parabacteroides_distasonis
Completeness_Specific,100.0,99.99,100.0,99.19,100.0,100.0,99.9,91.64,100.0,Parabacteroides_distasonis
Contamination,1.31,0.95,1.67,0.19,6.8,4.862800000000006,0.22,0.22,4.86,Parabacteroides_distasonis
Total_Coding_Sequences,4422.0,4308.0,4574.0,3793.0,5099.0,4989.120000000001,3981.76,3960.0,4989.12,Parabacteroides_distasonis
Genome_Size,5156273.0,5060533.0,5283544.0,4273219.0,5821999.0,5602424.32,4736473.2,4736473.2,5602424.32,Parabacteroides_distasonis
N50,457441.0,261023.75,664737.75,49382.0,1728007.0,1234532.449999994,54414.925,54414.92,1234532.45,Pseudomonas_protegens
number,50.0,42.0,78.0,18.0,341.0,335.44999999999993,18.925,18.92,335.45,Pseudomonas_protegens
longest,1051331.0,748194.5,1266401.5,156951.0,2768490.0,2480282.1999999965,173652.8,173652.8,2480282.2,Pseudomonas_protegens
GC_Content,0.6332990000000001,0.633267,0.63422375,0.6190829999999999,0.635616,0.635344975,0.621379775,0.6199,0.6353,Pseudomonas_protegens
Completeness_Specific,100.0,100.0,100.0,99.87,100.0,100.0,99.9625,97.24,100.0,Pseudomonas_protegens
Contamination,0.57,0.2725,0.59,0.09,1.85,1.85,0.127,0.13,1.85,Pseudomonas_protegens
Total_Coding_Sequences,6263.0,6169.0,6290.0,5748.0,6739.0,6635.399999999999,5912.65,5912.65,6635.4,Pseudomonas_protegens
Genome_Size,6878672.5,6837903.5,7052466.5,6172922.0,7356618.0,7356574.525,6563070.35,6563070.35,7356574.52,Pseudomonas_protegens
N50,528896.0,528788.0,528897.0,412586.0,657494.0,548654.0,412645.0,412645.0,548654.0,Vibrio_mediterranei
number,57.0,54.25,61.0,46.0,161.0,131.995,49.005,49.0,132.0,Vibrio_mediterranei
longest,974610.0,974605.25,986842.0,821380.0,1339215.0,994367.0,893491.085,893491.08,994367.0,Vibrio_mediterranei
GC_Content,0.4400079999999999,0.439998,0.440016,0.439929,0.440064,0.44005398,0.4399370099999999,0.4399,0.4416,Vibrio_mediterranei
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.53,100.0,Vibrio_mediterranei
Contamination,0.72,0.72,0.72,0.64,0.85,0.8097000000000003,0.71,0.71,2.38,Vibrio_mediterranei
Total_Coding_Sequences,5260.0,5258.0,5263.0,5211.0,5313.0,5305.925,5212.005,5212.0,5576.0,Vibrio_mediterranei
Genome_Size,5745338.0,5744621.75,5746842.25,5706377.0,5779313.0,5766395.32,5708284.16,5708284.16,5976027.0,Vibrio_mediterranei
N50,206914.0,159938.0,268104.0,18973.0,482446.0,458662.2299999989,30026.5,30026.5,458662.23,Phocaeicola_dorei
number,95.0,70.0,128.0,33.0,649.0,506.47999999999456,39.53,39.53,506.48,Phocaeicola_dorei
longest,551602.0,412999.5,721130.0,102893.0,1379361.0,1285259.489999999,145122.64,145122.64,1285259.49,Phocaeicola_dorei
GC_Content,0.418859,0.4174725,0.4204065,0.414112,0.423705,0.423521,0.41427471,0.4143,0.4235,Phocaeicola_dorei
Completeness_Specific,100.0,100.0,100.0,99.92,100.0,100.0,99.9753,98.76,100.0,Phocaeicola_dorei
Contamination,0.23,0.09,0.6,0.0,5.16,4.366299999999992,0.0,0.0,4.37,Phocaeicola_dorei
Total_Coding_Sequences,4551.0,4378.5,4758.0,3920.0,5543.0,5349.559999999999,3926.0,3926.0,5349.56,Phocaeicola_dorei
Genome_Size,5435906.0,5298443.0,5622275.0,4905410.0,6113987.0,6009754.94,4908082.26,4908082.26,6009754.94,Phocaeicola_dorei
N50,323643.5,241886.75,432822.75,34778.0,1536104.0,1390410.35,62568.55,62568.55,1390410.35,Bifidobacterium_adolescentis
number,29.0,23.0,38.0,9.0,106.0,82.32500000000005,11.0,11.0,82.33,Bifidobacterium_adolescentis
longest,712985.5,487911.5,866910.75,118048.0,1536104.0,1390410.35,197422.675,197422.68,1390410.35,Bifidobacterium_adolescentis
GC_Content,0.593637,0.5925549999999999,0.5946155,0.586094,0.6029019999999999,0.601097975,0.589002875,0.589,0.6011,Bifidobacterium_adolescentis
Completeness_Specific,99.99,99.98,99.99,99.87,100.0,100.0,99.92,93.51,100.0,Bifidobacterium_adolescentis
Contamination,0.24,0.13,0.3625,0.01,1.69,0.9630000000000016,0.02,0.02,5.95,Bifidobacterium_adolescentis
Total_Coding_Sequences,1803.0,1735.0,1873.25,1599.0,2222.0,2072.65,1623.675,1623.68,2123.0,Bifidobacterium_adolescentis
Genome_Size,2217518.0,2154859.75,2275358.75,1996957.0,2512757.0,2436009.275,2055223.6,2040211.0,2436009.28,Bifidobacterium_adolescentis
N50,318078.0,184370.25,464586.25,55139.0,1408136.0,1246668.6149999998,80843.715,80843.72,1246668.61,Mycobacterium_chelonae
number,56.0,38.25,74.75,12.0,175.0,171.38,12.905,12.9,171.38,Mycobacterium_chelonae
longest,728994.5,467109.75,925279.25,142332.0,2204642.0,1995021.375,228468.09,228468.09,1995021.37,Mycobacterium_chelonae
GC_Content,0.6400910000000001,0.6396185,0.64051525,0.636965,0.6422289999999999,0.641922205,0.6370527850000001,0.6371,0.6419,Mycobacterium_chelonae
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.63,100.0,Mycobacterium_chelonae
Contamination,0.25,0.15,0.36,0.01,2.01,1.9376,0.01,0.01,1.94,Mycobacterium_chelonae
Total_Coding_Sequences,5169.5,5040.25,5274.5,4737.0,5926.0,5916.045,4771.39,4771.39,5916.04,Mycobacterium_chelonae
Genome_Size,5210230.0,5106255.0,5318896.25,4863038.0,5817492.0,5800641.805,4922095.585,4922095.58,5800641.8,Mycobacterium_chelonae
N50,460352.0,457078.0,545422.0,402477.0,616217.0,616042.2,413476.52,413476.52,616042.2,Pseudoalteromonas_nigrifaciens
number,45.0,41.0,49.0,33.0,70.0,65.40000000000006,35.76,35.76,65.4,Pseudoalteromonas_nigrifaciens
longest,628806.0,627707.0,778649.0,529427.0,926289.0,926241.16,569237.24,569237.24,926241.16,Pseudoalteromonas_nigrifaciens
GC_Content,0.399761,0.399754,0.3997699999999999,0.399733,0.399799,0.39979808,0.3997339199999999,0.3997,0.4017,Pseudoalteromonas_nigrifaciens
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.92,100.0,Pseudoalteromonas_nigrifaciens
Contamination,0.08,0.08,0.08,0.07,0.1,0.1,0.07,0.07,0.54,Pseudoalteromonas_nigrifaciens
Total_Coding_Sequences,3456.0,3455.0,3458.0,3450.0,3465.0,3465.0,3450.92,3450.92,3985.0,Pseudoalteromonas_nigrifaciens
Genome_Size,3873683.0,3873273.0,3874148.0,3871909.0,3879638.0,3877189.88,3872287.12,3872287.12,4274777.0,Pseudoalteromonas_nigrifaciens
N50,103972.0,81586.5,128903.5,17434.0,242834.0,222972.6000000001,30885.550000000003,30885.55,222972.6,Phocaeicola_vulgatus
number,188.0,149.0,232.0,69.0,1019.0,581.2500000000011,78.0,78.0,581.25,Phocaeicola_vulgatus
longest,300739.0,237276.0,369243.0,63989.0,746905.0,635175.0,109225.35,109225.35,635175.0,Phocaeicola_vulgatus
GC_Content,0.422532,0.421269,0.4247725,0.417626,0.42918,0.42861905,0.41814155,0.4181,0.4286,Phocaeicola_vulgatus
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,97.1,100.0,Phocaeicola_vulgatus
Contamination,0.19,0.08,0.62,0.0,2.74,2.19,0.0,0.0,2.19,Phocaeicola_vulgatus
Total_Coding_Sequences,4403.0,4177.0,4652.0,3730.0,5335.0,5315.700000000001,3805.6,3805.6,5315.7,Phocaeicola_vulgatus
Genome_Size,5102570.0,4915369.0,5309497.0,4473101.0,5824919.0,5779186.9,4570738.85,4570738.85,5779186.9,Phocaeicola_vulgatus
N50,143043.0,28539.0,225872.0,8580.0,597874.0,550120.3599999996,8901.78,8901.78,550120.36,Aliivibrio_fischeri
number,174.0,89.0,350.5,53.0,798.0,797.0699999999999,54.86,54.86,797.07,Aliivibrio_fischeri
